Date,Close,High,Low,Open,Volume,Return,SMA_10,SMA_20,RSI,MACD,MACD_signal,Lag_1,Lag_2,Lag_3,Target
2021-11-16,1145.6748046875,1171.6559135252794,1135.255016670807,1170.3136027722971,11337581,-0.023236790380992467,1151.1872680664062,1172.6842895507812,45.03284650570797,-0.9036413950875612,2.3315805771483142,1172.929931640625,1179.8917236328125,1162.3511962890625,0
2021-11-17,1121.1497802734375,1137.0524279565616,1119.7847223766223,1137.0524279565616,10202029,-0.02140661932488952,1149.5128295898437,1166.5905517578126,39.174295319271714,-4.065176516717884,1.052229158375075,1145.6748046875,1172.929931640625,1179.8917236328125,1
2021-11-18,1125.381103515625,1132.5248489990865,1114.8020873378032,1119.3294522857675,8505625,0.003774092736436696,1149.0441528320312,1161.4238830566405,40.609872432585504,-6.158294469994871,-0.38987556729891437,1121.1497802734375,1145.6748046875,1172.929931640625,0
2021-11-22,1075.53466796875,1114.3244768150466,1069.733232783756,1108.4548007788628,24124307,-0.04429293809106771,1142.8969482421876,1155.5371704101562,31.252287533503406,-11.70437553718466,-2.652775561276064,1125.381103515625,1121.1497802734375,1145.6748046875,1
2021-11-23,1085.5904541015625,1092.597718814344,1050.6228528101806,1061.5658216102945,25326999,0.009349569504629507,1137.6142456054688,1150.0417602539062,34.529786127506284,-15.114041575958709,-5.145028764212594,1075.53466796875,1125.381103515625,1121.1497802734375,0
2021-11-24,1069.9154052734375,1096.5335515396243,1066.343532034508,1082.9287078531015,16820296,-0.014439191841547405,1129.8654052734375,1144.34501953125,31.971086994669804,-18.8636238025872,-7.888747771887514,1085.5904541015625,1075.53466796875,1125.381103515625,1
2021-11-25,1134.3221435546875,1138.4400635861748,1072.5315589664726,1079.7435455818988,42401936,0.06019797262830284,1127.27412109375,1140.5206420898437,48.76928912308883,-16.44850113944608,-9.600698445399228,1069.9154052734375,1085.5904541015625,1075.53466796875,0
2021-11-26,1097.7620849609375,1127.3378152568512,1092.7114193284249,1122.8786907081894,15763138,-0.032230754553710605,1120.8152099609374,1135.6338134765624,42.3731195396508,-17.28533562293137,-11.137625880905656,1134.3221435546875,1069.9154052734375,1085.5904541015625,1
2021-11-29,1110.911865234375,1137.530130735484,1091.6193215192616,1109.819891228915,24325354,0.011978716020152325,1113.9172241210938,1132.0597045898437,45.15907770630775,-16.69500597281899,-12.249101899288323,1097.7620849609375,1134.3221435546875,1069.9154052734375,0
2021-11-30,1094.48583984375,1126.5642137673601,1086.9553960411952,1122.9695939867834,32172299,-0.014786074309467878,1106.0728149414062,1129.082781982422,42.401490349006735,-17.352578717164533,-13.269797262863566,1110.911865234375,1097.7620849609375,1134.3221435546875,1
2021-12-01,1122.5147705078125,1125.699825172228,1103.4496957163708,1107.044315866843,10104610,0.025609221831562445,1103.7568115234376,1127.4720397949218,48.21269595496169,-15.434094760562402,-13.702656762403334,1094.48583984375,1110.911865234375,1097.7620849609375,1
2021-12-02,1129.7266845703125,1135.8010837797613,1120.057665060323,1123.7432731717324,12720411,0.0064247832206585365,1104.614501953125,1127.0636657714845,49.62111611854646,-13.17981253589619,-13.598087917101907,1122.5147705078125,1094.48583984375,1110.911865234375,0
2021-12-03,1095.78271484375,1136.8475802217874,1092.028866217897,1136.8020863205188,19222481,-0.030046178593606476,1101.6546630859375,1125.3494079589843,43.60955389308661,-13.971220770702303,-13.672714487821988,1129.7266845703125,1122.5147705078125,1094.48583984375,0
2021-12-06,1075.0113525390625,1103.404119692969,1072.5315739182363,1099.309066908383,10332254,-0.01895573093398295,1101.6023315429688,1122.2496398925782,40.38528671924551,-16.089028537141303,-14.155977297685851,1095.78271484375,1129.7266845703125,1122.5147705078125,1
2021-12-07,1083.7703857421875,1093.8488493527543,1073.8284038337267,1081.1768723394634,11235122,0.008147851817971175,1101.4203247070313,1119.51728515625,42.32187106205015,-16.86620258823723,-14.698022355796127,1075.0113525390625,1095.78271484375,1129.7266845703125,1
2021-12-08,1100.2645263671875,1106.4981533356588,1094.895403830012,1102.994641711683,8744178,0.015219220641191855,1104.4552368164063,1117.1603210449218,45.88674994273039,-15.967120298204463,-14.951841944277795,1083.7703857421875,1075.0113525390625,1095.78271484375,1
2021-12-09,1117.71435546875,1126.1093048249602,1103.404235637729,1107.9543482561612,13213547,0.015859667092219754,1102.7944580078124,1115.0342895507813,49.44658811406966,-13.688740452632828,-14.699221645948803,1100.2645263671875,1083.7703857421875,1075.0113525390625,1
2021-12-10,1118.851806640625,1122.0596079618992,1105.8383850496557,1110.343003210938,8364414,0.0010176581935354978,1104.9034301757813,1112.8593200683595,49.67897008248168,-11.656951130253447,-14.090767542809733,1117.71435546875,1100.2645263671875,1083.7703857421875,0
2021-12-13,1096.4197998046875,1125.7453143246432,1093.8489128488443,1125.4723509045857,12901733,-0.020049131353052085,1103.4542236328125,1108.685723876953,45.260319876056215,-11.721698489885512,-13.61695373222489,1118.851806640625,1117.71435546875,1100.2645263671875,0
2021-12-14,1082.996826171875,1094.758924705155,1079.925506579218,1082.928585323525,12991523,-0.012242549464359986,1102.305322265625,1104.1890686035156,42.80677053739585,-12.709624392045043,-13.435487864188921,1096.4197998046875,1118.851806640625,1117.71435546875,0
2021-12-15,1079.8345947265625,1094.3039423247055,1074.3288697386265,1084.7486582787296,9366969,-0.0029198898546085594,1098.0373046875,1100.8970581054687,42.22602355535413,-13.591059166957848,-13.466602124742707,1082.996826171875,1096.4197998046875,1118.851806640625,1
2021-12-16,1093.80322265625,1099.0813569765323,1077.7640971670985,1094.6222331236886,9761279,0.012935895921379226,1094.4449584960937,1099.5297302246095,45.72862029714805,-13.012451601151724,-13.375772020024511,1079.8345947265625,1082.996826171875,1096.4197998046875,0
2021-12-17,1064.932861328125,1095.6689246022736,1055.6277943848347,1091.1415595298963,21049821,-0.026394474554586433,1091.3599731445313,1096.5073181152343,40.291659654133355,-14.71388530538593,-13.643394677096795,1093.80322265625,1079.8345947265625,1082.996826171875,0
2021-12-20,1036.2216796875,1054.6495980178693,1022.4574879615028,1054.6495980178693,14325846,-0.026960555621147853,1087.481005859375,1094.5416687011718,35.74059133088636,-18.16958847740966,-14.548633437159369,1064.932861328125,1093.80322265625,1079.8345947265625,1
2021-12-21,1051.6466064453125,1067.4582657288427,1042.9786937245733,1051.6921003499008,12836561,0.014885740242825518,1084.2686279296875,1092.8444763183593,39.68242929411816,-19.439508902418538,-15.526808530211204,1036.2216796875,1064.932861328125,1093.80322265625,1
2021-12-22,1076.6038818359375,1079.2430094666254,1056.5379426212896,1057.8573860824,17658543,0.02373161786256639,1081.9025634765626,1093.1789001464845,45.506970717559895,-18.22203417401488,-16.06585365897194,1051.6466064453125,1036.2216796875,1064.932861328125,0
2021-12-23,1076.2171630859375,1082.9285964305648,1072.9411209146308,1080.1984810516549,9072401,-0.00035920244810982993,1077.7528442382813,1090.2736511230469,45.433759216758745,-17.09136305718539,-16.27095553861463,1076.6038818359375,1051.6466064453125,1036.2216796875,1
2021-12-24,1079.652587890625,1088.3887407376528,1063.6133400712515,1078.3785179602155,7886494,0.0031921297322901054,1073.8329223632813,1089.3681762695312,46.26086668516376,-15.736685268330575,-16.16410148455782,1076.2171630859375,1076.6038818359375,1051.6466064453125,0
2021-12-27,1078.4923095703125,1082.0186888381238,1068.413845410363,1074.5337382222722,4017223,-0.0010746774780389101,1072.0401733398437,1087.7471984863282,46.00721934841516,-14.588550396422761,-15.848991266930808,1079.652587890625,1076.2171630859375,1076.6038818359375,1
