Price,Close,High,Low,Open,Volume
Ticker,TATACONSUM.NS,TATACONSUM.NS,TATACONSUM.NS,TATACONSUM.NS,TATACONSUM.NS
Date,,,,,
2020-01-01,309.3096618652344,310.1692474837487,304.34312184010366,306.9219078430346,1514293
2020-01-02,308.8321228027344,312.74804537750475,306.68314410104944,309.0708982140327,3091351
2020-01-03,303.91339111328125,309.2619376412007,302.76725734450275,309.2619376412007,1718884
2020-01-06,298.08721923828125,303.8655723378113,296.4635348372723,301.0957834896679,1712158
2020-01-07,300.7615051269531,305.0594625715512,297.9917161588011,299.90191946751133,2146089
2020-01-08,302.0509033203125,303.10152098742634,297.51417038506673,298.1827532134273,1521535
2020-01-09,313.7987060546875,315.18361541775414,303.1493260905062,303.7701364732135,4302141
2020-01-10,326.02398681640625,327.88641773261287,314.2762178525375,315.0880601660906,10109760
2020-01-13,337.1031188964844,337.96270450067675,326.69248821523945,327.5998463875126,7399348
2020-01-14,372.10760498046875,374.39984308826604,341.9263873102022,344.3141414115304,44997621
2020-01-15,373.87457275390625,378.17253041114793,367.7141551195701,372.0121127768118,24437080
2020-01-16,366.997802734375,375.3549420289118,365.0398560443247,374.87739121208114,12118796
2020-01-17,363.22515869140625,366.75904658043424,359.6912999497685,366.47252773424935,5495593
2020-01-20,365.9471740722656,368.1916686731619,360.16882102182353,363.22512866893976,7618479
2020-01-21,368.4782409667969,371.9166130727209,362.0313041984614,364.8488660006167,5981471
2020-01-22,367.76190185546875,371.3913058426823,365.0398852992974,371.3913058426823,4148230
2020-01-23,375.59375,381.5153923010417,366.185992263338,367.71416083916085,11073810
2020-01-24,367.3321228027344,377.02639931147394,366.5202805212872,377.02639931147394,6033580
2020-01-27,365.2308654785156,371.9165770348858,363.3684347476746,366.5680019603118,3735041
2020-01-28,363.6072082519531,370.1974037791648,361.2671975605498,365.6128983904256,2710063
2020-01-29,366.2337646484375,375.6414932328492,365.08763093031456,367.6186446481622,6500722
2020-01-30,364.466796875,368.478206332036,363.08188781820354,368.3827194845791,2297423
2020-01-31,366.1860046386719,369.29008532208735,362.9386645224234,365.42193489863416,2681230
2020-02-03,361.8403015136719,364.8488661775423,350.9998908906984,356.96927679020007,3318729
2020-02-04,362.8431091308594,366.75903170510526,358.6884111453472,366.75903170510526,5327138
2020-02-05,376.8831481933594,389.6815055358932,363.89375884601793,364.84886057527257,23579395
2020-02-06,374.4476318359375,379.5096886319178,369.9586710705125,378.2202954316496,4985380
2020-02-07,378.88885498046875,385.86108571185036,373.0149562241209,373.5402796460739,11308676
2020-02-10,374.6864013671875,380.5603003927503,370.91376697835204,380.5603003927503,3145276
2020-02-11,373.0627136230469,381.0855617246135,371.77332055465115,377.2651550907828,4171668
2020-02-12,377.4084167480469,378.93658524011886,374.0178174993722,374.1133334952623,4018932
2020-02-13,374.9251708984375,379.9872275348897,372.05986572031446,376.8353743505195,2860031
2020-02-14,379.0798645019531,382.0406856451815,372.96721936110845,375.3549736463908,4733600
2020-02-17,363.94146728515625,383.8553422551267,358.9749562589343,379.84393286633843,9537335
2020-02-18,364.8488464355469,369.1468040506253,356.4439632027941,362.9386430510676,7402772
2020-02-19,365.9471740722656,369.0035108667697,360.64637182425304,365.80391466101435,4326781
2020-02-20,363.41619873046875,367.66641297641746,362.079062173028,365.9472124190871,5137245
2020-02-24,352.52801513671875,362.79535759148126,351.2386221152476,361.887999390012,3017687
2020-02-25,352.4325256347656,357.20803411220146,349.13741312637865,353.86517817799637,3659466
2020-02-26,349.23291015625,353.5308675524917,344.9827253306222,351.0953700202437,2808589
2020-02-27,346.98846435546875,349.23295936368095,344.0754155909633,347.7525632664522,1827751
2020-02-28,330.60845947265625,341.8786774249515,326.2149856657409,341.8786774249515,4494646
2020-03-02,323.58843994140625,339.29987435368577,318.6219286567534,335.2884356087747,3837169
2020-03-03,339.34759521484375,341.6398624294534,325.3076188359961,325.3076188359961,4204156
2020-03-04,333.52154541015625,341.5443943444523,323.77949582375874,340.2072577133017,2331888
2020-03-05,332.8529357910156,341.06681607616866,331.420283269677,337.86721961570095,1890082
2020-03-06,329.0325012207031,331.3247392313698,319.1471938306036,324.7345440204327,4469801
2020-03-09,315.2790832519531,325.54642673057054,304.82070777059096,322.82438100211,5653362
2020-03-11,313.1300964355469,322.5855973835587,310.4080507761853,312.17499474085093,3475867
2020-03-12,289.82562255859375,305.63254403652655,283.85623693288034,305.63254403652655,5401010
2020-03-13,309.69171142578125,313.0823106397986,246.41622682452294,261.26804589084367,7428473
2020-03-16,286.8170166015625,300.18843983049106,283.2831579509222,291.5925248976084,3695134
2020-03-17,271.1056213378906,294.8399042340732,269.33867737668606,291.306016311664,3307243
2020-03-18,255.44195556640625,275.64235023662,250.2366397597755,272.2039783646413,4036479
2020-03-19,239.4917449951172,253.5794947007123,221.82236400843854,246.4162321385453,6319631
2020-03-20,252.33787536621094,261.12479332859726,233.52236062234604,235.91011482093853,3907591
2020-03-23,216.3305206298828,236.76968981797455,214.89786817538027,229.22439272040563,2922955
2020-03-24,237.86807250976562,244.60154216068182,204.10522283293096,237.9635739320193,6049682
2020-03-25,264.7064208984375,269.7684772165951,235.81459550237238,236.96072916051102,3964369
2020-03-26,266.5211181640625,280.37009283682283,251.62155493748816,266.95092558872517,3335026
2020-03-27,271.9652099609375,281.7072589916289,266.71215059382547,276.9794939022717,2980925
2020-03-30,268.7655944824219,271.24886456495915,260.40845516924094,269.81621211127094,2901681
2020-03-31,281.61175537109375,283.6652182935722,272.0607379201317,278.41215869554304,3269934
2020-04-01,267.4284362792969,290.3508736746652,264.89742297970224,279.7014971308776,5532600
2020-04-03,255.15542602539062,273.1590997959669,252.1468613501233,273.1590997959669,5990371
2020-04-07,271.7742004394531,273.87543601904474,258.83258295086705,267.42849898982575,6492026
2020-04-08,281.18194580078125,282.71011441085886,264.27666252883733,270.0072729560845,5331494
2020-04-09,295.1741638183594,304.67743723431045,286.7215372318088,287.8676417643187,7699408
2020-04-13,291.3537292480469,300.85700175612385,287.58109544461684,300.85700175612385,3699539
2020-04-15,301.4778137207031,308.25904089916304,291.3059875267071,297.1321131067188,5721837
2020-04-16,309.50067138671875,318.71742542948925,301.4778235282358,303.5790587721333,8211111
2020-04-17,309.9304504394531,321.29615296199285,302.62392947120514,319.91127321425427,4845904
2020-04-20,310.12152099609375,317.9055937040278,306.7308926109959,310.0260050005126,3621443
2020-04-21,298.3737487792969,305.6325271280663,297.0366123025894,303.7223238335159,3462472
2020-04-22,315.32684326171875,320.388900126751,296.0815484424388,300.52276583959684,4645157
2020-04-23,315.1357727050781,324.5434997926979,310.6945271145079,322.82432863642896,3747875
2020-04-24,311.4586486816406,321.72599124729766,308.4978277867176,308.4978277867176,5438849
2020-04-27,333.664794921875,335.5749983802542,316.3774477940644,317.0460306634538,7426420
2020-04-28,327.5043640136719,339.6341671483003,325.16438235916155,337.00763749805634,3767231
2020-04-29,338.10595703125,340.01616017831924,327.5998397223694,327.5998397223694,3653489
