Price,Close,High,Low,Open,Volume
Ticker,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS,SUNPHARMA.NS
Date,,,,,
2020-01-01,406.073974609375,408.0842646942593,403.22221154142096,404.81173660058977,2321850
2020-01-02,406.6817932128906,413.8345996241457,403.9235078451819,405.7935240852059,4555670
2020-01-03,415.7045593261719,421.12759427100696,404.90519988829277,406.4012183836823,9457180
2020-01-06,411.3568115234375,415.7980998528417,406.8220166802621,412.2450520688093,4794923
2020-01-07,417.38763427734375,418.8836530307189,409.11280640684197,412.7125935069116,4504083
2020-01-08,411.4970397949219,417.4810854813231,410.4685252548731,414.161818387809,3881918
2020-01-09,411.2633361816406,415.93837688272964,410.46857355561866,413.92811508809814,3934566
2020-01-10,414.76953125,419.81856846005593,411.40349693190336,411.4970034334962,4334013
2020-01-13,415.7045593261719,424.1663702477565,413.7877758203299,417.94857280216644,4823348
2020-01-14,417.0135803222656,420.28610841896506,415.5175617712241,417.94858834989407,2708589
2020-01-15,419.8653869628906,421.40817319591906,414.8163487965875,418.5096423026502,3054107
2020-01-16,419.8653869628906,426.6909633933861,418.3226292640457,422.85742437546173,4416809
2020-01-17,425.05462646484375,426.5973838997826,417.0135522614861,419.0705811975236,3216737
2020-01-20,420.2393493652344,426.5506532503674,417.15380590088404,424.68063728440205,2824739
2020-01-21,418.3226013183594,422.3898920957357,417.01359573812533,418.88361186251154,2573651
2020-01-22,417.2940673828125,424.3533950453629,416.40582688544777,419.257589929157,3412716
2020-01-23,420.6133728027344,422.8106474051477,416.0785780986433,418.1356072017921,1875787
2020-01-24,418.6965637207031,423.41837115927365,417.7615557369283,420.7535926986795,2153164
2020-01-27,419.257568359375,422.38985076808814,413.4605360614824,417.94856290721725,3530914
2020-01-28,423.4651794433594,432.4412632633379,418.93038427311245,419.1173973141431,9487290
2020-01-29,420.8471374511719,427.0649354015224,420.2393879133208,425.28842577773395,3103817
2020-01-30,413.3670349121094,424.25987220514105,411.68400342252363,422.15610424379327,3486193
2020-01-31,406.073974609375,416.4525694132773,404.53121707205264,413.83455835201386,3757229
2020-02-03,390.41259765625,401.02494467057903,387.0933305111912,396.2563979357064,4032780
2020-02-04,397.9861755371094,399.1549356135923,386.0180837675975,389.85162252529756,4848610
2020-02-05,398.5471496582031,403.3624350264166,394.4798592569083,401.5859255793507,3826307
2020-02-06,402.6612548828125,409.53357050566916,396.44345637991717,400.3705020313165,7745520
2020-02-07,402.8014831542969,413.03983339229524,395.69544433188344,403.9235043021427,7402556
2020-02-10,392.98388671875,404.62474879087796,391.11387054871705,400.6977034201359,3638523
2020-02-11,391.3476257324219,397.09794832908693,389.71136157042054,394.573415065469,4683072
2020-02-12,387.65435791015625,393.91889496177,387.0933473520849,391.5813747482912,4439987
2020-02-13,391.7216491699219,392.7969027623328,385.22333155644964,387.65435828767147,3924569
2020-02-14,391.3476257324219,397.1446873200425,389.4308705563219,392.7033988803246,2862205
2020-02-17,384.6140441894531,394.1258077836414,383.57810441856896,391.9597754137577,2625157
2020-02-18,384.8494567871094,386.92133618377335,375.80857292739546,383.29556160970014,4187206
2020-02-19,380.0464782714844,390.07622525327895,377.2683090583628,386.4975271490149,5910512
2020-02-20,381.3650817871094,387.5335879114974,380.04659701348766,380.3291417822006,4000525
2020-02-24,374.67852783203125,390.5000550339885,372.7479061634606,382.82473099696864,12668574
2020-02-25,366.2498474121094,378.96358620784605,362.85951131854233,378.96358620784605,10050971
2020-02-26,352.8767395019531,364.4132751786867,350.8048603741437,362.67101710396156,12146582
2020-02-27,365.873046875,367.94492633278304,347.93256533897676,353.1593116554054,15164166
