Price,Close,High,Low,Open,Volume
Ticker,COALINDIA.NS,COALINDIA.NS,COALINDIA.NS,COALINDIA.NS,COALINDIA.NS
Date,,,,,
2020-01-01,116.76143646240234,117.11952093409955,114.80577021216703,116.43090664922347,6447592
2020-01-02,116.293212890625,117.22972687119967,114.75071482535824,117.06445772028927,5958343
2020-01-03,116.70634460449219,117.11951314795024,114.42014028712964,115.68719216825478,6452638
2020-01-06,113.31836700439453,115.65965561360076,112.07886127010887,115.65965561360076,6853058
2020-01-07,113.31836700439453,114.69559559804524,112.57466860738488,113.75908183555,5243225
2020-01-08,110.2884521484375,112.68483300411266,109.18666939289679,111.83094968738155,7295998
2020-01-09,109.0765151977539,112.21659501468366,108.7184390910452,111.96869552496709,10321169
2020-01-10,113.09800720214844,113.7866214588518,109.59984341572101,109.7100200156064,13533598
2020-01-13,116.54106140136719,116.78896081625251,112.93272154401777,113.09799062258615,9863555
2020-01-14,117.31231689453125,117.6153088326643,115.54946617166901,116.32071073606646,5417581
2020-01-15,117.03688049316406,118.2213020896786,116.40335872256361,117.11951924972236,4863227
2020-01-16,115.8249282836914,117.17461066573856,114.08962356476455,117.0368878021432,6937929
2020-01-17,114.53032684326172,115.99019420065193,113.53872897748573,115.68720222791538,5985342
2020-01-20,110.81181335449219,115.57702950718114,110.45373726936016,114.58542320212925,8110607
2020-01-21,111.36271667480469,113.07048373797242,110.81182515841992,110.81182515841992,6347967
2020-01-22,105.71604919433594,109.84773441671908,105.19270408068776,109.68247373257184,19096395
2020-01-23,105.08253479003906,107.53399984445178,104.58673589128077,105.7986952928621,16369722
2020-01-24,106.84540557861328,108.14000397610306,105.85379918967826,106.32206033071174,10626281
2020-01-27,106.51487731933594,107.42384495271473,105.77117041498066,106.84540718332033,7195361
2020-01-28,104.20109558105469,107.01064483088034,103.78792706819415,106.81782949583813,10274562
2020-01-29,105.2478256225586,106.32206239562746,103.5676048206112,105.22027936562095,10602818
2020-01-30,103.54004669189453,105.96397412354663,103.2921472197544,105.4406205195507,10859103
2020-01-31,100.09696197509766,104.36637016627107,99.16044831112413,104.00829413196615,35281395
2020-02-03,98.41675567626953,98.85747052415662,94.83596119683384,96.35091270736433,15284598
2020-02-04,100.53766632080078,100.81311198195365,99.02271518445994,99.5736065067657,10043759
2020-02-05,98.747314453125,101.36404942468619,98.33414577340481,101.36404942468619,9468632
2020-02-06,99.13291931152344,100.04189528944492,98.19640548458294,99.27064218036577,6917941
2020-02-07,101.94246673583984,102.49335819790228,98.11377275569329,99.32573229104331,13470302
2020-02-10,98.52693176269531,101.91491056225543,97.86585534781312,101.85981805903664,19665611
2020-02-11,98.80237579345703,99.98678893917771,97.0946090938296,99.16045184050682,16397703
2020-02-12,99.32574462890625,101.03350332986903,98.16886905249785,99.71136701906316,14669421
2020-02-13,97.94849395751953,99.68379852917472,96.87425739383127,99.32572247659057,11781999
2020-02-14,96.26824951171875,98.55444492172658,95.96525763178269,98.05864614069206,15392705
2020-02-17,92.46712493896484,96.51617168919516,91.88868728723604,96.26827224015015,15997350
2020-02-18,94.67069244384766,95.82755936462188,90.89708291209251,92.60484965039102,27643844
2020-02-19,97.92094421386719,98.36165900544017,95.99282435592886,97.14969963306605,21092109
2020-02-20,98.80237579345703,99.29817469028531,96.51617144357284,97.9209461925005,16776977
2020-02-24,96.32337951660156,98.55448330614779,95.46949603364665,98.47185294577088,9952676
2020-02-25,96.46109771728516,98.44430192373852,95.9652903612194,97.01198917562274,13534936
2020-02-26,95.74492645263672,97.92094578898254,95.11139630270499,95.96527964899998,10925243
2020-02-27,95.91020965576172,96.15810913960607,93.43119800544441,95.71739427614007,11500515
2020-02-28,92.77010345458984,94.64313915835095,91.86113605539629,94.50541631568919,14694382
2020-03-02,93.29347229003906,96.40600568255846,92.7150345747564,95.11140738673232,11962711
2020-03-03,98.16886138916016,98.96765236483023,94.14735184931092,94.39525974343009,17015816
2020-03-04,98.11376953125,99.05028330479091,95.91020375541899,98.19639988546912,9858330
2020-03-05,97.59040832519531,99.27062877943968,94.86349757142072,99.16045218042633,12349902
2020-03-06,92.96292114257812,95.30420952690972,91.72341552734375,91.83359212306638,10629291
2020-03-09,87.0132827758789,91.8335818515315,86.46239145294719,91.33778302326675,23967899
2020-03-11,92.54975891113281,93.59644925072955,86.51749952043367,87.09593719481546,28399797
2020-03-12,85.14028930664062,89.79532114492946,82.68882363141753,88.69353806339659,33250878
2020-03-13,84.89237213134766,88.99651157494208,68.1177256834459,80.56787107373351,43328010
2020-03-16,79.27326965332031,83.37741733683835,78.83256325497956,83.15705573173224,23542677
2020-03-17,80.37505340576172,85.60852180396111,78.3918493721108,79.98943109971313,18989633
2020-03-18,79.90679931640625,83.65286252065087,78.77747026429736,83.51513967053847,18737193
2020-03-19,74.20133209228516,80.17707478461395,73.27043538369216,76.8738994189557,28547877
2020-03-20,79.75666046142578,81.55839220755401,73.66080047061713,74.77186746432137,24022133
2020-03-23,76.78379821777344,80.98784342507237,72.09929855599574,73.57071094201989,17884315
2020-03-24,76.78379821777344,81.0779263442668,75.3424119441339,77.62460725923322,9991023
2020-03-25,74.7718734741211,77.62461563478034,74.29140980371993,75.67273941959243,8339454
2020-03-26,74.02115631103516,76.2733213103567,71.5888162789513,75.67274397720429,28364001
2020-03-27,79.09603881835938,79.84676054056112,75.07217222017472,75.61269277656832,18332679
2020-03-30,79.96685791015625,80.92778518466058,76.39342507248107,76.60363077755441,12357349
2020-03-31,84.11083221435547,85.49216150077763,80.627482889837,81.13797713614956,14997503
2020-04-01,83.7505111694336,84.83155225218965,82.30912916848102,83.33010884949603,8833033
2020-04-03,82.7295150756836,84.0207524801978,79.1560823190239,83.2400093969556,10936160
2020-04-07,84.1708984375,85.52219725827808,82.36916667646256,84.26099052400085,8203204
2020-04-08,82.48928833007812,86.12277333386858,82.2790826285332,84.08081436492445,7070293
2020-04-09,84.56129455566406,84.9516661760382,82.87967610619987,83.60036710908929,5078557
2020-04-13,87.62421417236328,88.10467778907532,83.08986341811172,84.56127579847634,10691543
2020-04-15,88.19477844238281,91.04752056148095,87.68428408175345,88.52508861964424,10487965
2020-04-16,88.52507781982422,90.38687085184004,86.72334617493703,86.84346894919435,9736774
2020-04-17,89.33586120605469,91.55799508054874,89.06560329068452,90.9874485560826,7093925
2020-04-20,86.60324096679688,90.02652959138545,85.88255007173854,90.02652959138545,7139688
2020-04-21,83.48023986816406,85.04174442341711,82.75954898269411,84.68139439864123,6501336
2020-04-22,84.5011978149414,84.86154774772781,81.07791010978845,82.9997550351305,5604252
2020-04-23,84.62132263183594,86.93354848515631,84.14086820981466,84.56127041112363,7553183
2020-04-24,82.27909851074219,86.36302640102633,81.5584075098881,84.44118067738769,11701166
2020-04-27,82.9397201538086,83.90063823523725,82.57937014572198,83.48023600185714,4238903
2020-04-28,81.31815338134766,83.81055438751405,80.74760684492733,83.24000785109374,7064210
2020-04-29,83.99073791503906,84.59131520677597,81.288140102223,81.37822303035064,7399346
2020-04-30,89.18572998046875,89.75627658860476,84.89160590630138,84.98168883660827,13145052
2020-05-04,85.46215057373047,86.90353241040394,84.29102668592301,86.90353241040394,8356099
2020-05-05,82.87967681884766,88.43501747518347,82.48930519511687,86.42307962590418,11879416
2020-05-06,80.32721710205078,83.69045378279776,79.9668670419412,83.69045378279776,10427774
2020-05-07,78.55551147460938,79.8767796816396,78.07504780912141,78.07504780912141,10860354
2020-05-08,77.47447967529297,79.99690276213701,77.20422169528884,79.78670618394858,7096898
2020-05-11,77.14414978027344,78.70565437384734,76.9039225339153,78.16512932341851,6657844
2020-05-12,76.18323516845703,77.50450807445532,75.2523430345007,76.99401366643241,8128169
2020-05-13,78.43538665771484,79.5764796818601,77.17417086127566,79.5764796818601,11135898
2020-05-14,77.2642593383789,78.94587746665756,76.90391848780018,77.98495936769943,5663178
2020-05-15,77.8348159790039,78.58553754838442,76.7237443906881,77.89486820610536,6296826
2020-05-18,73.09025573730469,76.27331726709438,72.69988415708242,76.27331726709438,24334121
2020-05-19,74.23133850097656,74.56165778265644,73.15030232664657,73.93104991110042,9537927
2020-05-20,74.02115631103516,75.16225416043302,73.18034712821348,73.87101197774705,8087994
2020-05-21,74.7718734741211,75.82288374383766,73.75089390207003,74.4115280123408,6187181
2020-05-22,75.1922607421875,75.70275500836884,73.21035880692672,74.47156996246363,7128048
2020-05-26,76.4234619140625,76.87389489194499,75.07216298041503,75.5826527722736,6182999
2020-05-27,78.55551147460938,78.88583081738747,75.67273864576383,76.42346025931307,6084254
2020-05-28,80.41728210449219,80.65751847902759,77.65463252794005,78.58552900559332,7882781
2020-05-29,84.86157989501953,85.55224016973692,79.42635314031381,80.17707481460788,16208002
2020-06-01,89.21576690673828,89.93645789175207,85.01172546939428,85.3420448437165,21204876
2020-06-02,86.1227798461914,89.57609926873666,85.88255259547331,89.57609926873666,16679738
2020-06-03,85.10179138183594,87.14375945565389,84.74145054345482,87.08369806721642,11560484
2020-06-04,84.23095703125,85.64231719615837,83.69044118652157,84.6813899565508,6295232
2020-06-05,86.99362182617188,87.53413770727354,84.38110701798925,84.68139565506394,11872471
2020-06-08,88.10467529296875,89.45597402189183,86.93355156071827,88.88542750249606,11258686
2020-06-09,86.6633071899414,88.85541069377139,86.27292644213551,88.85541069377139,6957064
2020-06-10,84.5011978149414,86.93353695105095,84.20090925897922,86.48310411710769,8914993
2020-06-11,82.6994857788086,85.82248565681616,82.57937216120861,84.59130962131432,9259185
2020-06-12,80.86772155761719,81.40824657111189,79.69659777450077,79.93683416852555,8424817
2020-06-15,79.33624267578125,81.07791269016019,78.37531560048818,80.89773771803277,8217803
2020-06-16,78.76570892333984,81.07793518498912,77.80479074552268,80.77764653615583,7130557
2020-06-17,77.74472045898438,80.4172872951408,77.5345239272892,78.76569991543857,9071758
2020-06-18,82.6394271850586,83.9006338188106,76.96396525889142,77.4744595494621,34586616
2020-06-19,82.4292221069336,84.08080943512353,81.19803699310309,84.08080943512353,17468335
2020-06-22,86.27291870117188,86.45309370983256,82.33914502650212,82.42922794879165,19716275
2020-06-23,86.39305114746094,88.1347217098244,86.00267039101213,87.05368070101004,10955603
2020-06-24,85.01171875,87.95454385790431,84.53125507660602,87.5041108823629,10639459
2020-06-25,84.32102966308594,86.27290543458403,83.08985381540515,84.29100813632705,33546602
2020-06-26,85.34203338623047,85.88254926140377,83.84059021732482,84.62133333389028,8095985
2020-06-29,80.98784637451172,84.59130989882225,80.56743496541019,84.4111348897904,14575190
2020-06-30,79.78668212890625,82.36915667488745,79.48639353852886,81.88870226154803,9576074
2020-07-01,80.38728332519531,80.86773788206953,78.91586146149743,79.78670596501928,8412734
2020-07-02,80.23713684082031,81.07794145696302,79.75667313270318,80.50739481286026,7744251
2020-07-03,81.22808074951172,81.61845233332187,79.90681250728994,80.71758637306851,9092987
2020-07-06,81.58841705322266,82.57936577691326,81.22806706420013,81.85867496294911,9489759
2020-07-07,79.78668212890625,82.0988987763639,79.63653783371755,81.97878517302904,9903888
2020-07-08,79.78668212890625,80.74760011966562,79.03596065296277,79.84673434853343,12308795
2020-07-09,78.31527709960938,81.25811139982025,77.53453393244882,80.1770704153363,19347175
2020-07-10,78.79573059082031,79.4263385139172,76.99399890430423,77.7747511346108,17079028
2020-07-13,78.37533569335938,79.5464595663058,78.25522206917448,79.15608799668436,7748516
2020-07-14,77.02403259277344,78.31527001933934,76.8738882797271,78.31527001933934,7234601
2020-07-15,76.87390899658203,77.74474441411712,76.60365099308274,77.38440346414609,7037060
2020-07-16,75.7628173828125,76.87388432580073,74.83192085698853,76.7237400204769,11776854
2020-07-17,78.43538665771484,79.30622177236053,76.03307325508995,76.03307325508995,11331564
2020-07-20,79.87677001953125,80.83769723427083,79.09601780306548,80.17705862862724,16601999
2020-07-21,79.93684387207031,80.7776484430189,79.27620516340889,80.1770711311749,10375549
2020-07-22,80.53742218017578,82.09891771183665,79.72663913352385,80.29718575401691,14123342
2020-07-23,80.14701080322266,81.40822635746937,79.99686653076849,81.01784575064104,5534003
2020-07-24,79.03598022460938,79.8167234216613,78.07505283181546,79.8167234216613,8426361
2020-07-27,78.0450210571289,79.15609276698204,77.68468016285847,79.03597913555856,5361430
2020-07-28,78.34530639648438,78.52548141802286,77.20421320021102,78.13510984142468,5274135
2020-07-29,78.79573059082031,79.57648282112687,77.89486474756228,78.07503974903014,5729989
2020-07-30,77.23423767089844,79.09602163913945,77.05406266388634,78.85579440584432,5755341
2020-07-31,77.6246109008789,78.07504384614512,76.60363139109181,77.44443588995607,5309957
